Branch,pdate,BILLDATE,Nominal,days_late,kolektibilitas
7,2018-04-10,2017-11-22,251685.0,-139,3
7,2018-04-10,2017-11-22,-251685.0,-139,3
9,2018-03-20,2018-03-11,330000.0,-9,1
9,2018-03-20,2018-03-16,648500.0,-4,1
7,2018-04-10,2018-02-27,3703000.0,-42,1
9,2018-04-23,2017-12-27,10072863.0,-117,2
13,2018-07-09,2018-06-09,3839000.0,-30,1
9,2018-01-31,2018-01-13,7880280.0,-18,1
9,2018-01-31,2018-01-13,16645288.0,-18,1
9,2018-01-31,2018-01-09,18121560.0,-22,1
9,2018-01-31,2018-01-10,5477000.0,-21,1
9,2018-01-31,2018-01-11,1802200.0,-20,1
9,2018-01-31,2018-01-18,3816900.0,-13,1
6,2018-08-15,2018-08-10,-11624.0,-5,1
13,2018-07-09,2018-07-04,2479000.0,-5,1
13,2018-07-09,2018-05-31,11198696.0,-39,1
5,2018-01-26,2018-01-22,4978000.0,-4,1
5,2018-01-26,2017-12-09,962500.0,-48,1
13,2018-01-29,2018-01-26,3230250.0,-3,1
12,2018-01-25,2017-12-11,1902000.0,-45,1
4,2018-01-29,2018-01-03,7084000.0,-26,1
4,2018-01-29,2018-01-04,307375.0,-25,1
18,2018-01-26,2017-11-26,114141193.0,-61,1
3,2018-01-26,2018-01-24,2682328.0,-2,1
2,2018-07-13,2018-07-10,-5853596.0,-3,1
2,2018-07-13,2018-07-10,-5853596.0,-3,1
13,2018-01-27,2018-01-22,1744600.0,-5,1
13,2018-01-27,2017-11-27,5213000.0,-61,1
10,2018-07-11,2018-06-09,13072072.0,-32,1
10,2018-07-11,2018-06-09,13072072.0,-32,1
16,2018-05-24,2018-06-21,3974000.0,28,0
3,2018-04-23,2018-04-21,2731700.0,-2,1
10,2018-05-07,2018-09-03,506962775.0,119,0
17,2018-03-19,2018-03-19,1373575.0,0,0
7,2018-04-10,2017-09-19,-2611750.0,-203,4
7,2018-04-10,2017-02-28,2611750.0,-406,4
7,2018-04-10,2017-10-31,3131051.0,-161,3
7,2018-04-10,2017-02-28,2028550.0,-406,4
7,2018-04-10,2017-12-19,-31000.0,-112,2
7,2018-04-10,2017-12-19,-1997550.0,-112,2
4,2018-04-27,2018-04-25,4735000.0,-2,1
18,2018-05-31,2018-03-12,1845400.0,-80,1
15,2018-06-06,2018-06-13,3762500.0,7,0
18,2018-05-31,2018-05-31,-1845400.0,0,0
16,2018-01-24,2018-02-17,3315000.0,24,0
7,2018-01-23,2017-10-31,3131051.0,-84,1
6,2018-01-24,2018-01-23,4551000.0,-1,1
11,2018-04-20,2017-11-17,-343800.0,-154,3
11,2018-04-20,2017-11-17,-343800.0,-154,3
3,2018-01-19,2018-02-12,3896500.0,24,0
6,2018-02-21,2017-12-28,2580100.0,-55,1
12,2018-01-22,2017-11-14,5010300.0,-69,1
12,2018-01-22,2018-01-09,135000.0,-13,1
17,2018-01-22,2017-12-18,1529500.0,-35,1
9,2018-01-20,2018-01-16,4546750.0,-4,1
9,2018-01-20,2018-01-20,551000.0,0,0
9,2018-01-20,2017-10-16,6149000.0,-96,2
3,2018-01-24,2018-01-12,2958200.0,-12,1
18,2018-01-24,2017-12-29,7383100.0,-26,1
16,2018-01-24,2018-02-08,703000.0,15,0
16,2018-01-24,2018-01-27,1755940.0,3,0
16,2018-01-24,2018-01-29,215800.0,5,0
6,2018-01-29,2018-01-29,4162800.0,0,0
3,2018-03-21,2018-03-15,3413000.0,-6,1
13,2018-03-21,2018-03-16,-6696055.0,-5,1
2,2018-01-30,2017-10-08,344200.0,-114,2
16,2018-03-15,2018-02-21,3611900.0,-22,1
16,2018-03-15,2018-03-29,14958000.0,14,0
13,2018-03-21,2018-03-16,1406882.0,-5,1
2,2018-01-24,2018-01-10,4315000.0,-14,1
6,2018-01-31,2018-01-24,4634855.0,-7,1
6,2018-01-31,2018-01-26,-4634855.0,-5,1
6,2018-01-31,2018-01-29,2696650.0,-2,1
6,2018-01-31,2018-01-29,-2696650.0,-2,1
5,2017-07-12,2017-06-22,3627400.0,-20,1
11,2018-05-23,2018-05-17,2457138.0,-6,1
11,2018-05-23,2018-05-13,3589000.0,-10,1
11,2018-05-23,2018-03-15,3846500.0,-69,1
11,2018-05-23,2018-03-30,3327610.0,-54,1
11,2018-05-23,2018-05-06,443830.0,-17,1
2,2018-03-13,2018-02-23,2881675.0,-18,1
16,2018-04-27,2017-12-07,4441000.0,-141,3
5,2018-03-23,2018-02-06,101350.0,-45,1
8,2018-04-19,2018-03-22,3342700.0,-28,1
16,2018-04-27,2018-04-26,-4441000.0,-1,1
6,2018-05-11,2018-05-09,-125000.0,-2,1
6,2018-05-11,2018-03-26,125000.0,-46,1
8,2018-04-19,2018-01-15,498033.0,-94,2
18,2018-04-13,2018-04-03,592000.0,-10,1
3,2017-07-13,2017-04-17,6301760.0,-87,1
3,2017-07-13,2017-04-26,-272560.0,-78,1
18,2018-02-15,2018-02-08,4162000.0,-7,1
10,2018-01-10,2017-06-20,3432000.0,-204,4
10,2018-01-10,2017-06-20,3679000.0,-204,4
10,2018-01-10,2017-06-20,3679000.0,-204,4
10,2018-01-10,2017-06-20,3987000.0,-204,4
10,2018-01-10,2017-06-20,3679000.0,-204,4
10,2018-01-10,2018-01-08,3432000.0,-2,1
10,2018-01-10,2018-01-08,3987000.0,-2,1
10,2018-01-10,2018-01-08,3987000.0,-2,1
10,2018-01-10,2018-01-08,3679000.0,-2,1
10,2018-01-10,2018-01-08,3679000.0,-2,1
10,2018-01-10,2018-01-16,3432000.0,6,0
10,2018-01-10,2018-01-08,3987000.0,-2,1
10,2018-01-10,2018-01-08,3432000.0,-2,1
10,2018-01-10,2018-01-08,3679000.0,-2,1
10,2018-01-10,2018-01-08,3679000.0,-2,1
10,2018-01-10,2018-01-08,3718000.0,-2,1
3,2018-03-12,2017-10-28,4427500.0,-135,3
3,2018-01-19,2017-11-15,496000.0,-65,1
3,2018-01-19,2017-12-27,4406920.0,-23,1
11,2018-01-18,2018-02-08,5757250.0,21,0
4,2018-01-22,2017-11-07,1969800.0,-76,1
4,2018-01-22,2017-11-07,1759320.0,-76,1
4,2018-01-22,2017-11-13,979038.0,-70,1
4,2018-01-22,2017-11-20,908000.0,-63,1
4,2018-01-22,2017-11-20,804400.0,-63,1
4,2018-01-22,2017-11-20,1657400.0,-63,1
4,2018-01-22,2017-11-20,127000.0,-63,1
4,2018-01-22,2017-11-20,87000.0,-63,1
4,2018-01-22,2017-11-21,264068.0,-62,1
4,2018-01-22,2017-11-23,1198760.0,-60,1
4,2018-01-22,2017-11-22,111000.0,-61,1
4,2018-01-22,2017-11-22,13663000.0,-61,1
4,2018-01-22,2017-12-05,143000.0,-48,1
4,2018-01-22,2017-12-07,201200.0,-46,1
4,2018-01-22,2017-12-07,365230.0,-46,1
4,2018-01-22,2017-12-05,-528610.0,-48,1
4,2018-01-22,2017-12-05,-19833.0,-48,1
4,2018-01-22,2017-12-05,-5301.0,-48,1
4,2018-01-22,2017-12-05,-179079.0,-48,1
4,2018-01-22,2017-12-05,-918.0,-48,1
4,2018-01-22,2017-12-05,-788876.0,-48,1
4,2018-01-22,2017-12-29,-17026.0,-24,1
4,2018-01-22,2017-12-29,-686880.0,-24,1
4,2018-01-22,2017-12-29,-51608.0,-24,1
4,2018-01-22,2017-12-10,-12348.0,-43,1
2,2018-01-22,2018-01-20,2507650.0,-2,1
18,2017-09-07,2017-06-14,3890500.0,-85,1
6,2018-01-22,2018-01-19,1463500.0,-3,1
6,2018-01-22,2018-01-19,-1463500.0,-3,1
6,2018-01-22,2018-01-21,4120535.0,-1,1
6,2018-01-22,2018-01-21,-4120535.0,-1,1
2,2018-01-23,2017-12-29,5957200.0,-25,1
5,2018-01-22,2018-01-13,4774000.0,-9,1
18,2018-04-13,2018-03-28,199300.0,-16,1
6,2018-05-11,2018-05-07,-110200.0,-4,1
6,2018-05-11,2018-03-28,110200.0,-44,1
8,2018-03-12,2018-03-03,4170375.0,-9,1
6,2018-05-11,2018-05-08,-207000.0,-3,1
15,2018-04-26,2018-05-19,2741000.0,23,0
18,2018-02-19,2018-01-19,899550.0,-31,1
2,2018-03-16,2018-03-14,3839500.0,-2,1
2,2018-03-16,2018-03-13,3508000.0,-3,1
2,2018-03-16,2018-03-16,3137500.0,0,0
10,2018-01-24,2018-01-23,5420939.0,-1,1
6,2018-05-11,2018-03-28,207000.0,-44,1
6,2018-05-11,2018-05-09,-119000.0,-2,1
6,2018-05-11,2018-03-30,119000.0,-42,1
2,2018-04-30,2018-04-26,2916922.0,-4,1
6,2018-05-11,2018-05-09,-251000.0,-2,1
6,2018-05-11,2018-03-30,251000.0,-42,1
6,2018-05-11,2018-04-13,383500.0,-28,1
13,2018-03-27,2018-01-09,135000.0,-77,1
13,2018-03-27,2018-01-09,127000.0,-77,1
3,2018-02-19,2018-02-18,3263000.0,-1,1
6,2018-05-09,2018-05-09,4839000.0,0,0
18,2017-09-07,2017-08-30,16031000.0,-8,1
7,2017-08-29,2017-03-14,3361984.0,-168,3
6,2018-05-11,2018-05-07,-383500.0,-4,1
16,2018-05-21,2018-04-19,105011000.0,-32,1
16,2018-05-21,2018-06-01,-34501800.0,11,0
16,2018-05-21,2018-03-31,56601800.0,-51,1
8,2018-05-24,2018-04-24,2561250.0,-30,1
8,2018-05-24,2018-02-21,3383500.0,-92,2
13,2018-03-23,2017-10-27,146575.0,-147,3
2,2018-03-29,2018-01-08,3109900.0,-80,1
9,2018-09-03,2018-05-30,3328000.0,-96,2
10,2018-09-04,2018-09-03,2501000.0,-1,1
10,2018-06-29,2018-05-15,509800.0,-45,1
9,2018-06-05,2018-02-13,6701000.0,-112,2
2,2018-05-24,2018-02-15,10051069.0,-98,2
2,2018-05-24,2018-05-24,-10051069.0,0,0
4,2018-05-30,2018-05-28,9168025.0,-2,1
4,2018-05-30,2018-05-28,5931175.0,-2,1
4,2018-05-30,2018-05-28,3963000.0,-2,1
5,2018-06-30,2018-01-31,4051750.0,-150,3
5,2018-06-30,2018-06-29,-4051750.0,-1,1
15,2018-02-06,2018-02-26,5017000.0,20,0
10,2018-04-16,2017-05-30,284600.0,-321,4
10,2018-04-16,2017-10-30,3968686.0,-168,3
7,2018-03-15,2017-12-22,2498388.0,-83,1
2,2018-05-24,2018-01-29,53312200.0,-115,2
4,2018-05-30,2018-05-28,6291700.0,-2,1
9,2018-07-31,2018-07-19,2843950.0,-12,1
3,2018-07-31,2018-06-07,87000.0,-54,1
3,2018-07-31,2018-06-14,135000.0,-47,1
3,2018-07-31,2018-06-25,211000.0,-36,1
3,2018-07-31,2018-07-12,127000.0,-19,1
10,2018-07-12,2018-06-09,2957634.0,-33,1
10,2018-06-29,2018-05-30,8617815.0,-30,1
7,2018-06-28,2017-12-31,3244598.0,-179,3
13,2018-06-25,2016-06-27,-3228899.0,-728,4
11,2018-06-06,2018-06-06,-1107657.0,0,0
11,2018-06-06,2018-06-06,-1213772.0,0,0
4,2018-05-30,2018-05-28,3027500.0,-2,1
4,2018-05-30,2018-05-28,5902200.0,-2,1
4,2018-05-30,2018-05-28,6291700.0,-2,1
4,2018-05-30,2018-05-28,6232000.0,-2,1
4,2018-05-30,2018-05-28,7186000.0,-2,1
4,2018-05-30,2018-05-28,4801000.0,-2,1
4,2018-05-30,2018-05-28,4801000.0,-2,1
2,2018-05-24,2018-05-24,-53312200.0,0,0
2,2018-05-24,2017-11-09,37241000.0,-196,4
4,2018-06-08,2018-04-20,3890500.0,-49,1
4,2018-06-08,2018-05-15,3358200.0,-24,1
4,2018-06-08,2018-05-30,5995400.0,-9,1
3,2018-05-14,2018-05-13,3320875.0,-1,1
4,2018-05-09,2018-03-14,996850.0,-56,1
4,2018-05-09,2018-03-14,1640465.0,-56,1
11,2018-01-28,2018-01-26,4742000.0,-2,1
4,2018-05-30,2018-05-28,5931175.0,-2,1
18,2018-05-28,2018-05-22,1614040.0,-6,1
4,2018-05-30,2018-05-28,13387000.0,-2,1
2,2018-05-24,2018-05-24,-37241000.0,0,0
9,2018-05-09,2018-04-03,2826138.0,-36,1
6,2018-05-11,2017-11-22,53496280.0,-170,3
13,2018-03-16,2017-12-19,3332900.0,-87,1
11,2018-03-29,2017-11-01,673658.0,-148,3
13,2018-03-16,2017-12-19,3332900.0,-87,1
3,2018-03-12,2018-02-06,4422250.0,-34,1
17,2018-02-06,2018-02-05,-6165198.0,-1,1
17,2018-02-06,2017-10-30,6165198.0,-99,2
4,2018-01-25,2017-11-13,2610420.0,-73,1
4,2018-01-25,2017-11-13,3625700.0,-73,1
4,2018-01-25,2017-11-13,3823200.0,-73,1
4,2018-01-25,2017-11-20,1564200.0,-66,1
4,2018-01-25,2017-11-20,3058800.0,-66,1
4,2018-01-25,2017-11-20,13333480.0,-66,1
4,2018-01-25,2017-11-20,1738920.0,-66,1
4,2018-01-25,2017-11-29,2203720.0,-57,1
4,2018-01-25,2017-11-29,4842400.0,-57,1
4,2018-01-25,2017-11-29,3807000.0,-57,1
4,2018-01-25,2017-11-29,5097200.0,-57,1
4,2018-01-25,2017-11-29,2676600.0,-57,1
4,2018-01-25,2017-11-22,2452360.0,-64,1
4,2018-01-25,2017-12-05,2483510.0,-51,1
7,2018-01-25,2017-12-27,5155325.0,-29,1
7,2018-01-25,2017-12-14,3006500.0,-42,1
6,2018-01-25,2017-10-20,28631000.0,-97,2
4,2018-01-25,2017-12-05,4037440.0,-51,1
4,2018-01-25,2017-12-05,1041900.0,-51,1
4,2018-01-25,2017-12-05,2991150.0,-51,1
4,2018-01-25,2017-12-07,1537800.0,-49,1
7,2018-01-25,2017-02-21,5910115.0,-338,4
7,2018-01-25,2018-01-08,4409200.0,-17,1
7,2018-01-25,2018-01-19,3267850.0,-6,1
5,2018-01-24,2018-01-16,4047700.0,-8,1
3,2018-02-14,2018-02-13,29927500.0,-1,1
17,2018-07-31,2018-04-19,2925250.0,-103,2
17,2018-07-31,2018-07-31,-2925250.0,0,0
17,2018-07-31,2018-04-27,3650575.0,-95,2
17,2018-07-31,2018-07-31,-3650575.0,0,0
17,2018-07-31,2018-05-17,2831000.0,-75,1
3,2018-07-31,2017-11-22,5429000.0,-251,4
3,2018-07-31,2018-07-30,-1348000.0,-1,1
7,2018-07-31,2018-07-14,4127225.0,-17,1
10,2018-07-30,2018-07-06,5750800.0,-24,1
7,2018-07-31,2018-07-14,3446380.0,-17,1
10,2018-07-31,2018-06-30,3625320.0,-31,1
9,2018-01-23,2017-10-10,10897042.0,-105,2
9,2018-01-23,2017-10-06,23598880.0,-109,2
9,2018-01-23,2017-10-06,3378288.0,-109,2
9,2018-01-23,2017-10-19,4663795.0,-96,2
9,2018-01-23,2017-10-19,13420150.0,-96,2
9,2018-01-23,2017-10-20,26809300.0,-95,2
9,2018-01-23,2017-11-17,12960801.0,-67,1
9,2018-01-23,2017-11-10,3378288.0,-74,1
9,2018-01-23,2017-11-10,3378288.0,-74,1
9,2018-01-23,2017-11-17,62536904.0,-67,1
9,2018-01-23,2017-11-10,4663795.0,-74,1
9,2018-01-23,2017-11-10,4663795.0,-74,1
9,2018-01-23,2017-11-15,9296590.0,-69,1
5,2018-01-23,2018-01-11,4236000.0,-12,1
5,2018-01-23,2018-01-11,3698000.0,-12,1
16,2018-01-23,2017-12-21,1740400.0,-33,1
16,2018-01-23,2017-12-30,921110.0,-24,1
11,2018-08-31,2018-09-30,616000.0,30,0
5,2018-08-30,2018-09-23,1643800.0,24,0
2,2018-08-31,2018-08-28,3200824.0,-3,1
9,2018-09-03,2018-09-03,-3328000.0,0,0
12,2017-10-23,2017-10-14,8362000.0,-9,1
3,2017-10-06,2017-07-13,13367558.0,-85,1
17,2018-02-06,2018-02-05,-640790.0,-1,1
17,2018-02-06,2017-12-08,640790.0,-60,1
5,2018-03-26,2018-02-28,30503200.0,-26,1
13,2018-03-27,2017-12-20,3432000.0,-97,2
13,2018-02-20,2018-02-06,5719600.0,-14,1
17,2018-02-06,2018-02-05,-4358220.0,-1,1
17,2018-02-06,2017-12-08,4358220.0,-60,1
5,2018-03-13,2018-03-03,327000.0,-10,1
5,2018-03-13,2018-03-03,149400.0,-10,1
16,2018-05-24,2018-06-19,326400.0,26,0
11,2018-06-06,2018-06-06,-1213772.0,0,0
13,2018-06-25,2016-06-27,-3228899.0,-728,4
11,2018-07-27,2018-04-22,3244450.0,-96,2
11,2019-04-30,2019-04-14,11231000.0,-16,1
18,2019-12-30,2019-10-22,21000.0,-69,1
4,2017-01-06,2016-11-25,159000.0,-42,1
4,2017-01-06,2016-12-15,4851374.0,-22,1
3,2017-01-06,2016-12-21,3088000.0,-16,1
14,2017-01-09,2017-02-08,4323500.0,30,0
8,2019-12-27,2019-12-27,-2495686.0,0,0
8,2019-12-27,2019-08-23,1136425.0,-126,3
8,2019-12-27,2020-03-21,-1136425.0,85,0
10,2019-11-29,2019-11-26,19430100.0,-3,1
10,2019-12-17,2019-07-19,5842512.0,-151,3
10,2019-09-09,2019-06-04,713246956.0,-97,2
11,2019-04-30,2019-04-14,11231000.0,-16,1
11,2019-04-30,2019-04-14,11231000.0,-16,1
11,2019-04-30,2019-04-14,11231000.0,-16,1
13,2017-01-06,2016-12-30,3119000.0,-7,1
6,2019-04-10,2018-10-31,735000.0,-161,3
4,2019-04-22,2019-03-22,20165400.0,-31,1
4,2019-04-22,2019-03-27,29210550.0,-26,1
4,2019-01-23,2019-01-14,3708950.0,-9,1
3,2017-01-06,2016-12-17,2801600.0,-20,1
9,2018-12-21,2018-08-15,98500.0,-128,3
13,2018-10-31,2018-05-29,3358200.0,-155,3
11,2017-12-18,2017-11-20,618500.0,-28,1
11,2017-12-18,2017-12-28,2290000.0,10,0
3,2017-12-28,2017-11-16,3156600.0,-42,1
13,2017-01-06,2016-12-28,2867500.0,-9,1
4,2017-11-16,2017-09-18,489000.0,-59,1
12,2017-10-23,2017-08-24,14078170.0,-60,1
13,2018-10-31,2018-07-27,98000.0,-96,2
13,2018-10-31,2018-10-31,-98000.0,0,0
6,2018-09-10,2018-09-05,4882750.0,-5,1
2,2017-08-09,2017-07-04,129550.0,-36,1
3,2018-07-31,2018-05-21,3149029.0,-71,1
3,2018-07-31,2018-07-12,-3149029.0,-19,1
3,2018-07-31,2018-07-13,3768500.0,-18,1
10,2018-05-30,2018-05-28,-3373660.0,-2,1
11,2018-06-06,2018-06-06,-1107657.0,0,0
2,2018-05-24,2017-03-16,283000.0,-434,4
2,2018-05-24,2017-03-16,-63000.0,-434,4
2,2018-05-24,2018-05-23,-220000.0,-1,1
2,2018-05-24,2017-03-16,268600.0,-434,4
2,2018-05-24,2018-05-23,-268600.0,-1,1
10,2018-05-30,2017-11-21,3449500.0,-190,4
10,2018-05-30,2018-05-28,-3449500.0,-2,1
10,2018-05-30,2017-12-27,3373660.0,-154,3
17,2018-01-24,2018-01-10,808600.0,-14,1
9,2018-01-24,2018-01-23,3711200.0,-1,1
12,2018-01-23,2017-11-30,2530000.0,-54,1
16,2018-01-22,2018-01-21,64959175.0,-1,1
12,2017-10-23,2017-08-23,1905025.0,-61,1
2,2018-05-24,2017-03-16,453400.0,-434,4
14,2017-01-09,2016-11-27,2884440.0,-43,1
14,2017-01-09,2016-10-15,5624600.0,-86,1
13,2017-01-06,2016-12-29,2408000.0,-8,1
13,2017-01-06,2017-01-30,3091000.0,24,0
2,2017-01-09,2016-09-20,3034000.0,-111,2
2,2017-01-09,2016-11-24,1245000.0,-46,1
16,2017-05-04,2017-06-03,-4040800.0,30,0
16,2017-05-04,2016-12-28,4040800.0,-127,3
13,2018-10-31,2018-10-31,-3358200.0,0,0
6,2017-01-09,2016-11-21,2987400.0,-49,1
13,2017-01-06,2016-11-22,64283504.0,-45,1
3,2017-03-23,2017-02-17,7252558.0,-34,1
13,2017-01-06,2017-01-30,3091000.0,24,0
5,2017-03-23,2017-03-23,3502400.0,0,0
7,2019-02-28,2019-01-24,41139508.0,-35,1
11,2019-04-30,2019-04-14,11231000.0,-16,1
10,2019-12-17,2019-12-17,-5842512.0,0,0
14,2017-03-23,2017-04-30,1940375.0,38,0
3,2017-05-04,2017-02-18,3910000.0,-75,1
2,2017-01-09,2017-01-04,3563176.0,-5,1
2,2017-01-09,2016-12-06,3114700.0,-34,1
2,2017-01-09,2016-12-06,2462125.0,-34,1
2,2017-01-09,2016-08-30,2854750.0,-132,3
16,2017-01-06,2016-11-05,3899000.0,-62,1
17,2017-05-05,2017-05-03,861000.0,-2,1
3,2017-01-09,2016-11-04,3396100.0,-66,1
3,2017-01-09,2016-12-28,-3396100.0,-12,1
3,2017-05-04,2017-02-16,3914050.0,-77,1
3,2017-05-04,2017-03-02,4974700.0,-63,1
3,2017-05-04,2017-03-06,3453500.0,-59,1
10,2017-01-09,2016-12-19,3655250.0,-21,1
10,2017-01-09,2016-11-17,4737600.0,-53,1
18,2017-05-04,2017-03-31,8116279.0,-34,1
7,2017-01-09,2016-10-12,4001500.0,-89,1
7,2017-01-09,2016-11-29,475600.0,-41,1
7,2017-01-09,2016-12-21,3504950.0,-19,1
5,2017-05-04,2017-04-05,2452000.0,-29,1
9,2017-01-09,2016-12-22,521055.0,-18,1
9,2017-01-09,2016-12-22,-479055.0,-18,1
9,2017-01-09,2017-01-05,-11681600.0,-4,1
9,2017-01-09,2016-12-20,11712600.0,-20,1
10,2019-12-17,2019-06-20,7478645.0,-180,3
17,2019-12-11,2019-11-27,7250750.0,-14,1
10,2017-05-04,2017-05-02,-409000.0,-2,1
10,2017-05-04,2016-11-08,409000.0,-177,3
18,2019-11-29,2019-11-29,-836950.0,0,0
5,2019-08-08,2019-05-25,274000.0,-75,1
10,2019-07-05,2018-11-22,-8846000.0,-225,4
11,2019-05-15,2019-04-19,37663000.0,-26,1
11,2019-04-30,2019-04-14,11231000.0,-16,1
11,2019-04-30,2019-04-14,11231000.0,-16,1
6,2019-04-08,2019-02-06,2696650.0,-61,1
14,2019-05-09,2019-02-11,5242000.0,-87,1
14,2019-05-09,2019-04-23,3770500.0,-16,1
17,2017-05-05,2017-05-03,861000.0,-2,1
5,2017-01-09,2016-12-31,10897240.0,-9,1
5,2017-01-09,2016-11-15,3031000.0,-55,1
13,2019-03-28,2019-03-16,98000.0,-12,1
5,2017-05-04,2017-03-31,18464800.0,-34,1
14,2019-01-08,2018-11-12,511450.0,-57,1
13,2019-01-24,2019-01-24,490000.0,0,0
9,2018-10-30,2018-01-09,369940.0,-294,4
9,2018-10-30,2018-10-29,-369940.0,-1,1
9,2018-10-30,2018-01-18,283000.0,-285,4
2,2018-12-05,2018-11-28,-2283597.0,-7,1
13,2018-10-31,2018-06-15,3130500.0,-138,3
11,2018-10-24,2018-10-28,-681000.0,4,0
11,2018-10-24,2018-08-19,427000.0,-66,1
10,2017-05-05,2016-11-10,6821000.0,-176,3
10,2017-05-05,2017-05-04,-6821000.0,-1,1
8,2018-10-05,2018-09-06,3857000.0,-29,1
8,2018-10-05,2018-10-02,-300000.0,-3,1
8,2018-10-05,2018-09-18,4631000.0,-17,1
10,2018-07-12,2018-06-09,5379400.0,-33,1
4,2018-05-30,2018-01-25,4099634.0,-125,3
2,2018-05-24,2017-03-16,-105600.0,-434,4
2,2018-05-24,2018-05-23,-347800.0,-1,1
2,2018-05-24,2017-03-24,382000.0,-426,4
12,2018-04-30,2018-02-09,-917375.0,-80,1
12,2018-04-30,2018-01-30,3700500.0,-90,1
12,2018-04-30,2018-04-27,-2783125.0,-3,1
6,2018-01-15,2017-11-28,67143897.0,-48,1
12,2017-10-23,2017-08-29,10831100.0,-55,1
12,2017-10-23,2017-08-23,1859875.0,-61,1
3,2017-08-16,2017-09-02,4958750.0,17,0
3,2017-08-16,2017-09-02,3883850.0,17,0
16,2017-11-10,2017-09-28,224600.0,-43,1
10,2017-08-16,2017-08-16,157000.0,0,0
10,2017-08-16,2017-08-16,235697.0,0,0
3,2017-07-13,2017-03-28,3618800.0,-107,2
13,2017-11-14,2017-11-08,3831475.0,-6,1
2,2018-05-24,2018-05-23,-382000.0,-1,1
4,2018-12-31,2018-10-19,5033000.0,-73,1
15,2017-01-12,2017-02-03,4087000.0,22,0
15,2017-01-12,2017-02-03,-4087000.0,22,0
11,2019-04-30,2019-04-14,451427.0,-16,1
10,2019-07-05,2019-03-12,214200.0,-115,2
17,2019-07-25,2019-05-30,91300.0,-56,1
18,2019-11-29,2019-03-31,17897400.0,-243,4
17,2017-01-10,2016-12-23,3838600.0,-18,1
17,2017-01-10,2016-12-31,3978600.0,-10,1
10,2019-12-17,2019-12-17,-7478645.0,0,0
3,2019-12-26,2019-12-12,6882785.0,-14,1
3,2017-03-23,2017-02-22,3383500.0,-29,1
9,2017-05-04,2017-04-20,-753208.0,-14,1
9,2017-05-04,2017-04-20,-753208.0,-14,1
10,2017-05-05,2017-03-09,416168242.0,-57,1
3,2017-05-04,2017-03-27,134850.0,-38,1
3,2017-05-04,2017-04-06,68707.0,-28,1
3,2017-05-04,2017-04-06,295818.0,-28,1
15,2017-05-05,2017-05-03,3852500.0,-2,1
17,2017-01-10,2016-12-23,9652000.0,-18,1
3,2017-05-04,2016-12-10,2956000.0,-145,3
4,2017-05-05,2017-04-18,316600.0,-17,1
14,2017-01-10,2017-01-13,2656000.0,3,0
14,2017-01-10,2017-01-13,14596500.0,3,0
4,2017-01-09,2016-12-06,438925.0,-34,1
4,2017-01-09,2016-12-15,1023000.0,-25,1
10,2019-12-26,2019-12-11,3948700.0,-15,1
18,2019-11-29,2019-11-29,-17897400.0,0,0
5,2019-11-29,2019-01-30,3943000.0,-303,4
13,2019-12-30,2019-08-15,2090800.0,-137,3
16,2017-01-09,2017-02-04,3663410.0,26,0
6,2019-10-30,2019-10-21,1071160.0,-9,1
16,2017-01-09,2017-02-03,4122900.0,25,0
16,2017-01-09,2017-01-30,3683100.0,21,0
16,2017-03-22,2017-04-16,3934000.0,25,0
10,2019-07-05,2019-01-31,2301400.0,-155,3
15,2017-01-10,2017-02-03,3378000.0,24,0
11,2019-05-15,2019-04-30,-18011000.0,-15,1
11,2019-04-30,2019-04-14,11003500.0,-16,1
11,2019-04-30,2019-04-14,451427.0,-16,1
11,2019-04-30,2019-04-14,1507839.0,-16,1
3,2017-03-22,2017-03-27,11639000.0,5,0
10,2019-03-06,2018-10-25,4401800.0,-132,3
5,2017-01-09,2016-12-29,-448536.0,-11,1
5,2017-01-09,2016-12-29,21000.0,-11,1
5,2017-01-09,2016-12-29,-3675956.0,-11,1
5,2017-01-09,2016-12-29,-5182397.0,-11,1
5,2017-01-09,2016-12-29,-747508.0,-11,1
10,2017-03-23,2017-03-03,1023619.0,-20,1
6,2019-01-26,2019-01-09,4747300.0,-17,1
4,2018-12-31,2018-12-31,-5033000.0,0,0
2,2018-12-05,2018-11-21,-2401275.0,-14,1
13,2018-10-31,2018-10-31,-3130500.0,0,0
9,2018-10-30,2018-10-29,-283000.0,-1,1
9,2018-10-30,2018-01-18,294700.0,-285,4
3,2018-09-25,2018-08-14,4130900.0,-42,1
15,2018-07-12,2018-07-06,4569500.0,-6,1
11,2018-08-02,2018-07-31,-3466750.0,-2,1
4,2018-05-30,2018-05-30,-4099634.0,0,0
16,2017-10-18,2017-10-08,180600.0,-10,1
12,2017-10-23,2017-08-25,12850040.0,-59,1
12,2017-10-23,2017-08-23,1373800.0,-61,1
10,2017-09-22,2017-09-06,2007250.0,-16,1
10,2017-09-22,2017-08-16,3589000.0,-37,1
10,2017-09-22,2017-09-07,4383080.0,-15,1
10,2017-08-16,2017-08-16,286871.0,0,0
9,2018-01-24,2018-01-15,239305.0,-9,1
9,2018-01-24,2018-01-16,359140.0,-8,1
9,2018-01-24,2018-01-19,386050.0,-5,1
2,2018-01-24,2017-12-14,6237880.0,-41,1
2,2018-01-24,2018-01-08,3109900.0,-16,1
